command,num_steps,avg_position_error,avg_orientation_error,position_error_rate,orientation_error_rate,position_r_squared,orientation_r_squared,max_position_error,min_position_error,max_orientation_error,min_orientation_error,position_error_pct_change,orientation_error_pct_change
0,101,0.36236762085763535,0.2171438334897013,-0.0003373754857651496,-0.002145062951272354,0.7358742050390831,0.48884955756086756,0.412937730550766,0.351468026638031,0.8074146509170532,0.1602375656366348,-14.885949954427327,-80.15424101424978
1,101,0.4410470204778237,0.1404560519622104,-9.868495882286454e-05,-0.0004436697868600998,0.984724245206356,0.53203058888313,0.4455150067806244,0.4354882836341858,0.1970791667699813,0.1288349032402038,-2.250591561189733,-31.840713262656582
2,101,0.3655856653015212,0.15518616021859763,-0.00015351904084256175,0.00043998958311875213,0.9662468428533878,0.7439005056489447,0.3764923214912414,0.3590941429138183,0.1888508200645446,0.1253728419542312,-4.62112441191655,-8.32673429510432
