step, command_counter, position_error, orientation_error
1, 0, 0.48932796716690063, 0.6623039841651917
2, 0, 0.4680158197879791, 0.5022720098495483
3, 0, 0.4315789043903351, 0.26202329993247986
4, 0, 0.41071319580078125, 0.041705433279275894
5, 0, 0.41140905022621155, 0.06916116178035736
6, 0, 0.4121735095977783, 0.12003321945667267
7, 0, 0.4130961000919342, 0.12823307514190674
8, 0, 0.4138818085193634, 0.13455520570278168
9, 0, 0.41445106267929077, 0.1386682391166687
10, 0, 0.4148561954498291, 0.14200149476528168
11, 0, 0.41515839099884033, 0.1449621319770813
12, 0, 0.4154006540775299, 0.14775437116622925
13, 0, 0.4156069755554199, 0.1504899561405182
14, 0, 0.41579145193099976, 0.1532077193260193
15, 0, 0.4159627854824066, 0.15592248737812042
16, 0, 0.4161245822906494, 0.15851697325706482
17, 0, 0.41628018021583557, 0.16101118922233582
18, 0, 0.4164314270019531, 0.16339744627475739
19, 0, 0.4165789783000946, 0.16568520665168762
20, 0, 0.4167231619358063, 0.167874276638031
21, 0, 0.4168636202812195, 0.16996625065803528
22, 0, 0.4170006513595581, 0.17195340991020203
23, 0, 0.4171347916126251, 0.173855721950531
24, 0, 0.41726723313331604, 0.17568248510360718
25, 0, 0.41740626096725464, 0.177544966340065
26, 0, 0.41753530502319336, 0.17935173213481903
27, 0, 0.41765478253364563, 0.18091444671154022
28, 0, 0.4177703857421875, 0.1824195832014084
29, 0, 0.41788411140441895, 0.1838776171207428
30, 0, 0.417996883392334, 0.1853199452161789
31, 0, 0.41810616850852966, 0.1866973340511322
32, 0, 0.4182133674621582, 0.1880224049091339
33, 0, 0.41831833124160767, 0.18931174278259277
34, 0, 0.41841939091682434, 0.1905287206172943
35, 0, 0.4185168743133545, 0.19170381128787994
36, 0, 0.4186117351055145, 0.1928589791059494
37, 0, 0.41870585083961487, 0.19396770000457764
38, 0, 0.41879820823669434, 0.19505789875984192
39, 0, 0.4189017713069916, 0.19623686373233795
