command,2025-04-09_14-54-11_slow_avg_position_error,2025-04-09_14-54-11_slow_avg_orientation_error,2025-04-09_14-54-11_slow_position_error_rate,2025-04-09_14-54-11_slow_orientation_error_rate,2025-04-09_14-54-11_slow_position_r_squared,2025-04-09_14-54-11_slow_orientation_r_squared,2025-04-09_14-54-11_slow_max_position_error,2025-04-09_14-54-11_slow_min_position_error,2025-04-09_14-54-11_slow_max_orientation_error,2025-04-09_14-54-11_slow_min_orientation_error,2025-04-09_14-54-11_slow_position_error_pct_change,2025-04-09_14-54-11_slow_orientation_error_pct_change,2025-04-09_14-54-11_slow_num_steps,2025-04-22_10-00-00_avg_position_error,2025-04-22_10-00-00_avg_orientation_error,2025-04-22_10-00-00_position_error_rate,2025-04-22_10-00-00_orientation_error_rate,2025-04-22_10-00-00_position_r_squared,2025-04-22_10-00-00_orientation_r_squared,2025-04-22_10-00-00_max_position_error,2025-04-22_10-00-00_min_position_error,2025-04-22_10-00-00_max_orientation_error,2025-04-22_10-00-00_min_orientation_error,2025-04-22_10-00-00_position_error_pct_change,2025-04-22_10-00-00_orientation_error_pct_change,2025-04-22_10-00-00_num_steps,2025-05-06_10-00-00_avg_position_error,2025-05-06_10-00-00_avg_orientation_error,2025-05-06_10-00-00_position_error_rate,2025-05-06_10-00-00_orientation_error_rate,2025-05-06_10-00-00_position_r_squared,2025-05-06_10-00-00_orientation_r_squared,2025-05-06_10-00-00_max_position_error,2025-05-06_10-00-00_min_position_error,2025-05-06_10-00-00_max_orientation_error,2025-05-06_10-00-00_min_orientation_error,2025-05-06_10-00-00_position_error_pct_change,2025-05-06_10-00-00_orientation_error_pct_change,2025-05-06_10-00-00_num_steps,2025-05-07_10-00-00_avg_position_error,2025-05-07_10-00-00_avg_orientation_error,2025-05-07_10-00-00_position_error_rate,2025-05-07_10-00-00_orientation_error_rate,2025-05-07_10-00-00_position_r_squared,2025-05-07_10-00-00_orientation_r_squared,2025-05-07_10-00-00_max_position_error,2025-05-07_10-00-00_min_position_error,2025-05-07_10-00-00_max_orientation_error,2025-05-07_10-00-00_min_orientation_error,2025-05-07_10-00-00_position_error_pct_change,2025-05-07_10-00-00_orientation_error_pct_change,2025-05-07_10-00-00_num_steps,2025-05-13_10-00-00_main_avg_position_error,2025-05-13_10-00-00_main_avg_orientation_error,2025-05-13_10-00-00_main_position_error_rate,2025-05-13_10-00-00_main_orientation_error_rate,2025-05-13_10-00-00_main_position_r_squared,2025-05-13_10-00-00_main_orientation_r_squared,2025-05-13_10-00-00_main_max_position_error,2025-05-13_10-00-00_main_min_position_error,2025-05-13_10-00-00_main_max_orientation_error,2025-05-13_10-00-00_main_min_orientation_error,2025-05-13_10-00-00_main_position_error_pct_change,2025-05-13_10-00-00_main_orientation_error_pct_change,2025-05-13_10-00-00_main_num_steps
0,0.6258724284644174,2.4859394271775046,-0.0002510109986409,-0.0001999804997208,0.6592241800953088,0.6214857859984649,0.6597010493278503,0.6173735857009888,2.508392095565796,2.4791529178619385,-6.41615829927628,-0.2526222448011714,101.0,0.424529512329857,2.385057848278839,0.0001816208132075,0.0015855631942171,0.5525386711159526,0.695531955115308,0.4343834519386291,0.4017887711524963,2.435898780822754,2.12221908569336,1.9685666869032084,8.709160514897249,101.0,0.5695374944422504,0.4534056219134,0.0004665735959312,-0.0003382011760301,0.950452193284,0.3501646564219764,0.5869503021240234,0.5438389778137207,0.5778316259384155,0.4450758993625641,6.678083341873451,-22.73765922326752,101.0,0.1900804284775611,0.630235487281686,-0.0011682497522965,-0.0038474887050579,0.4225507497418043,0.2530905663797574,0.4448121190071106,0.1608417481184005,1.5427242517471311,0.5075622797012329,-63.84052024539616,-62.67974128428584,101.0,0.1774628933998618,0.7295889996065952,-0.0012363809067701,-0.0022310365884888,0.4323581463373375,0.1507015230869713,0.4423732161521911,0.1468912363052368,1.4858309030532837,0.6184629201889038,-66.79472650199932,-52.19951728382413,101.0
