step, command_counter, position_error, orientation_error
910, 0, 0.5717316269874573, 0.283621609210968
911, 0, 0.567948043346405, 0.27203115820884705
912, 0, 0.5626522302627563, 0.2612152099609375
913, 0, 0.5569661855697632, 0.2538447678089142
914, 0, 0.5518726706504822, 0.24786150455474854
915, 0, 0.5477059483528137, 0.24009166657924652
916, 0, 0.5438153743743896, 0.23287907242774963
917, 0, 0.5398495197296143, 0.22900663316249847
918, 0, 0.5361289381980896, 0.22796137630939484
919, 0, 0.5331040620803833, 0.22758586704730988
920, 0, 0.5307957530021667, 0.22650359570980072
921, 0, 0.5287809371948242, 0.22559800744056702
922, 0, 0.5267509818077087, 0.22662633657455444
923, 0, 0.5249199867248535, 0.22940541803836823
924, 0, 0.5236598253250122, 0.23196803033351898
925, 0, 0.5228817462921143, 0.23327788710594177
926, 0, 0.5221217274665833, 0.23472702503204346
927, 0, 0.5212019681930542, 0.23788227140903473
928, 0, 0.5204214453697205, 0.24197296798229218
929, 0, 0.5200656652450562, 0.24498464167118073
930, 0, 0.5198965668678284, 0.24647313356399536
931, 0, 0.519547164440155, 0.24836039543151855
932, 0, 0.5190110802650452, 0.2518616318702698
933, 0, 0.5186168551445007, 0.2556475102901459
934, 0, 0.5185043215751648, 0.2578088343143463
935, 0, 0.5183292627334595, 0.25859519839286804
936, 0, 0.5179494619369507, 0.2603428363800049
937, 0, 0.5174550414085388, 0.2635560631752014
938, 0, 0.5171522498130798, 0.2665272057056427
939, 0, 0.5170164704322815, 0.26774847507476807
940, 0, 0.5167893767356873, 0.2683121860027313
941, 0, 0.5163813829421997, 0.2701713442802429
942, 0, 0.5159469842910767, 0.2731160819530487
943, 0, 0.5157177448272705, 0.27534207701683044
944, 0, 0.5155408382415771, 0.2759431302547455
945, 0, 0.5152601599693298, 0.2765357494354248
946, 0, 0.514845609664917, 0.278490275144577
947, 0, 0.5144771337509155, 0.28106021881103516
948, 0, 0.5142909288406372, 0.2825944423675537
949, 0, 0.5140719413757324, 0.2828224003314972
950, 0, 0.5137507319450378, 0.2835293412208557
951, 0, 0.5133517980575562, 0.28550249338150024
952, 0, 0.5130482316017151, 0.28764697909355164
953, 0, 0.5128690004348755, 0.28859564661979675
954, 0, 0.5126266479492188, 0.2887175977230072
955, 0, 0.5122970342636108, 0.289631187915802
956, 0, 0.5119432210922241, 0.2915593683719635
957, 0, 0.5117074251174927, 0.2932608723640442
958, 0, 0.5115143060684204, 0.2937593162059784
959, 0, 0.5112688541412354, 0.29397228360176086
960, 0, 0.5109612941741943, 0.295108437538147
961, 0, 0.5106704831123352, 0.29690688848495483
962, 0, 0.5104870796203613, 0.29816320538520813
963, 0, 0.510276198387146, 0.298380047082901
964, 0, 0.5100260376930237, 0.2987295985221863
965, 0, 0.5097379684448242, 0.29997652769088745
966, 0, 0.5094953775405884, 0.30153605341911316
967, 0, 0.5093238949775696, 0.3023701012134552
968, 0, 0.5091015696525574, 0.3024712800979614
969, 0, 0.5088479518890381, 0.3029705286026001
970, 0, 0.508581280708313, 0.3042106032371521
971, 0, 0.5083758234977722, 0.3054744005203247
972, 0, 0.508192241191864, 0.3059692680835724
973, 0, 0.5079687237739563, 0.3061044216156006
974, 0, 0.5077245235443115, 0.30676209926605225
975, 0, 0.5074912905693054, 0.3079364597797394
976, 0, 0.5073182582855225, 0.30889514088630676
977, 0, 0.5071240067481995, 0.3091743588447571
978, 0, 0.5069074630737305, 0.3094012141227722
979, 0, 0.5066826939582825, 0.310147225856781
980, 0, 0.5064822435379028, 0.311187744140625
981, 0, 0.5063208937644958, 0.31188082695007324
982, 0, 0.5061208009719849, 0.31206995248794556
983, 0, 0.505912184715271, 0.31239476799964905
984, 0, 0.5057031512260437, 0.3131507337093353
985, 0, 0.5055239200592041, 0.314007043838501
986, 0, 0.5053554773330688, 0.31448033452033997
987, 0, 0.5051571726799011, 0.3146599531173706
988, 0, 0.5049577355384827, 0.3150443434715271
989, 0, 0.5047672986984253, 0.3157435953617096
990, 0, 0.504605770111084, 0.3164331316947937
991, 0, 0.5044316053390503, 0.3167775869369507
992, 0, 0.5042380094528198, 0.31698018312454224
993, 0, 0.5040500164031982, 0.3173925578594208
994, 0, 0.5038740634918213, 0.31799745559692383
995, 0, 0.503716766834259, 0.3185155987739563
996, 0, 0.503538966178894, 0.31878265738487244
997, 0, 0.5033566951751709, 0.31903061270713806
998, 0, 0.5031827092170715, 0.31944581866264343
999, 0, 0.5030205845832825, 0.31995531916618347
1000, 0, 0.5028618574142456, 0.32034894824028015
1001, 0, 0.5026861429214478, 0.32058319449424744
1002, 0, 0.5025091767311096, 0.3208356499671936
1003, 0, 0.5023426413536072, 0.3212023675441742
1004, 0, 0.502187967300415, 0.32161474227905273
1005, 0, 0.5020277500152588, 0.321939080953598
1006, 0, 0.501855194568634, 0.32216331362724304
1007, 0, 0.5016822218894958, 0.3223867118358612
1008, 0, 0.5015175342559814, 0.3226783871650696
1009, 0, 0.5013600587844849, 0.3230002820491791
1010, 0, 0.5011972188949585, 0.32326775789260864
1011, 1, 0.7145861983299255, 0.8447601795196533
1012, 1, 0.7139766216278076, 0.8444162607192993
1013, 1, 0.7132331132888794, 0.8441385626792908
1014, 1, 0.7124686241149902, 0.8426851630210876
1015, 1, 0.7117894887924194, 0.8408582806587219
1016, 1, 0.7111828923225403, 0.8389508128166199
1017, 1, 0.7105939984321594, 0.8365855813026428
1018, 1, 0.7100643515586853, 0.8346344232559204
1019, 1, 0.709587812423706, 0.8332422375679016
1020, 1, 0.7091418504714966, 0.832240879535675
1021, 1, 0.708714485168457, 0.8314110040664673
1022, 1, 0.7082998156547546, 0.8306556940078735
1023, 1, 0.707895815372467, 0.829932451248169
1024, 1, 0.7074993252754211, 0.829219400882721
1025, 1, 0.7071094512939453, 0.828505277633667
1026, 1, 0.7067247629165649, 0.8277619481086731
1027, 1, 0.7063496708869934, 0.8270437121391296
1028, 1, 0.7059844732284546, 0.8263777494430542
1029, 1, 0.7056267261505127, 0.8257613182067871
